cycle,total_nodes,sacrificed,nodes_created,signal_killed,noise_killed,mean_vitality,variance_vitality,mean_energy,tgc,elite_drift,newborn_survival
309,8081,12,12,0,6748,0.968042,0.019090,0.046385,0.001626,0.029411,1.0000
310,8091,13,13,0,6761,0.968242,0.018968,0.046213,0.001605,0.029126,1.0000
311,8101,9,9,0,6770,0.968537,0.018780,0.046041,0.001446,0.029349,1.0000
312,8111,7,7,0,6777,0.968507,0.018787,0.045760,0.001263,0.029450,1.0000
313,8121,9,9,0,6786,0.968288,0.018926,0.045405,0.001206,0.029366,1.0000
314,8131,5,5,0,6791,0.968242,0.018953,0.045125,0.001023,0.029820,1.0000
315,8141,15,15,0,6806,0.967838,0.019219,0.044677,0.001251,0.029568,1.0000
316,8151,7,7,0,6813,0.968321,0.018899,0.044609,0.001125,0.029750,1.0000
317,8161,14,14,0,6827,0.968092,0.019050,0.044230,0.001286,0.029773,1.0000
318,8171,11,11,0,6838,0.968461,0.018820,0.044132,0.001291,0.029596,1.0000
319,8181,16,16,0,6854,0.968594,0.018728,0.043889,0.001472,0.029357,1.0000
320,8191,5,5,0,6859,0.969152,0.018362,0.043841,0.001208,0.029524,1.0000
321,8201,12,12,0,6871,0.968760,0.018613,0.043436,0.001271,0.029276,1.0000
322,8211,9,9,0,6880,0.968961,0.018488,0.043230,0.001208,0.029223,1.0000
323,8221,12,12,0,6892,0.968917,0.018511,0.042941,0.001270,0.029006,1.0000
324,8231,7,7,0,6899,0.969119,0.018383,0.042752,0.001136,0.029141,1.0000
325,8241,8,8,0,6907,0.968902,0.018520,0.042397,0.001078,0.029334,1.0000
326,8251,9,9,0,6916,0.968748,0.018633,0.042050,0.001071,0.029373,1.0000
327,8261,9,9,0,6925,0.968703,0.018657,0.041736,0.001067,0.029435,1.0000
328,8271,10,10,0,6935,0.968645,0.018698,0.041445,0.001098,0.029378,1.0000
329,8281,7,7,0,6942,0.968690,0.018663,0.041139,0.001014,0.029634,1.0000
330,8291,7,7,0,6949,0.968481,0.018792,0.040745,0.000955,0.029818,1.0000
331,8301,8,8,0,6957,0.968267,0.018925,0.040406,0.000949,0.029876,1.0000
332,8311,11,11,0,6968,0.968150,0.018991,0.040097,0.001048,0.030022,1.0000
333,8321,13,13,0,6981,0.968262,0.018926,0.039839,0.001188,0.029684,1.0000
334,8331,8,8,0,6989,0.968568,0.018720,0.039673,0.001110,0.029686,1.0000
335,8341,7,7,0,6996,0.968420,0.018823,0.039344,0.001021,0.029930,1.0000
336,8351,8,8,0,7004,0.968181,0.018989,0.038989,0.000993,0.030140,1.0000
337,8361,9,9,0,7013,0.968064,0.019056,0.038681,0.001008,0.030231,1.0000
338,8371,9,9,0,7022,0.968010,0.019093,0.038403,0.001018,0.030427,1.0000
339,8381,7,7,0,7029,0.967965,0.019119,0.038104,0.000955,0.030420,1.0000
340,8391,11,11,0,7040,0.967748,0.019259,0.037776,0.001049,0.030473,1.0000
341,8401,6,6,0,7046,0.967869,0.019181,0.037566,0.000942,0.030658,1.0000
342,8411,9,9,0,7055,0.967557,0.019390,0.037221,0.000970,0.030688,1.0000
343,8421,12,12,0,7067,0.967506,0.019426,0.036961,0.001092,0.030539,1.0000
344,8431,11,11,0,7078,0.967717,0.019283,0.036830,0.001143,0.030322,1.0000
345,8441,8,8,0,7086,0.967840,0.019203,0.036635,0.001076,0.030510,1.0000
346,8451,11,11,0,7097,0.967691,0.019311,0.036341,0.001131,0.030581,1.0000
347,8461,13,13,0,7110,0.967815,0.019228,0.036160,0.001238,0.030309,1.0000
348,8471,12,12,0,7122,0.968107,0.019036,0.036062,0.001278,0.030235,1.0000
349,8481,8,8,0,7130,0.968306,0.018909,0.035940,0.001168,0.030249,1.0000
350,8491,13,13,0,7143,0.968177,0.018991,0.035705,0.001263,0.030284,1.0000
351,8501,6,6,0,7149,0.968477,0.018788,0.035554,0.001089,0.030342,1.0000
352,8511,6,6,0,7155,0.968168,0.018996,0.035212,0.000967,0.030396,1.0000
353,8521,12,12,0,7167,0.967858,0.019204,0.034924,0.001086,0.030406,1.0000
354,8531,7,7,0,7174,0.968072,0.019058,0.034778,0.000998,0.030525,1.0000
355,8541,14,14,0,7188,0.967862,0.019192,0.034500,0.001175,0.030270,1.0000
356,8551,8,8,0,7196,0.968211,0.018976,0.034406,0.001094,0.030313,1.0000
357,8561,7,7,0,7203,0.968072,0.019072,0.034145,0.001003,0.030235,1.0000
358,8571,9,9,0,7212,0.967888,0.019174,0.033862,0.001007,0.030305,1.0000
359,8581,11,11,0,7223,0.967854,0.019188,0.033659,0.001077,0.030382,1.0000
360,8591,11,11,0,7234,0.967985,0.019095,0.033487,0.001126,0.030385,1.0000
361,8601,10,10,0,7244,0.968097,0.019026,0.033304,0.001126,0.030470,1.0000
362,8611,11,11,0,7255,0.968122,0.019016,0.033079,0.001159,0.030584,1.0000
363,8621,11,11,0,7266,0.968234,0.018946,0.032904,0.001182,0.030389,1.0000
364,8631,12,12,0,7278,0.968345,0.018877,0.032716,0.001231,0.030055,1.0000
365,8641,7,7,0,7285,0.968530,0.018764,0.032593,0.001097,0.030067,1.0000
366,8651,16,16,0,7301,0.968311,0.018914,0.032308,0.001305,0.029704,1.0000
367,8661,11,11,0,7312,0.968846,0.018560,0.032274,0.001283,0.029810,1.0000
368,8671,14,14,0,7326,0.968957,0.018494,0.032107,0.001367,0.029578,1.0000
369,8681,12,12,0,7338,0.969322,0.018252,0.031995,0.001359,0.029719,1.0000
370,8691,9,9,0,7347,0.969523,0.018118,0.031824,0.001253,0.029773,1.0000
371,8701,6,6,0,7353,0.969489,0.018131,0.031553,0.001077,0.029766,1.0000
372,8711,6,6,0,7359,0.969197,0.018321,0.031230,0.000954,0.029985,1.0000
373,8721,16,16,0,7375,0.968892,0.018527,0.030883,0.001201,0.029755,1.0000
374,8731,11,11,0,7386,0.969419,0.018179,0.030774,0.001207,0.029792,1.0000
375,8741,7,7,0,7393,0.969527,0.018113,0.030548,0.001078,0.029812,1.0000
376,8751,3,3,0,7396,0.969324,0.018240,0.030208,0.000854,0.029729,1.0000
377,8761,5,5,0,7401,0.968796,0.018580,0.029831,0.000764,0.029817,1.0000
378,8771,8,8,0,7409,0.968415,0.018832,0.029469,0.000800,0.029710,1.0000
379,8781,13,13,0,7422,0.968303,0.018894,0.029251,0.000990,0.029478,1.0000
380,8791,11,11,0,7433,0.968568,0.018727,0.029130,0.001056,0.029281,1.0000
381,8801,11,11,0,7444,0.968691,0.018643,0.028993,0.001103,0.029161,1.0000
382,8811,9,9,0,7453,0.968796,0.018581,0.028826,0.001069,0.029223,1.0000
383,8821,12,12,0,7465,0.968726,0.018641,0.028601,0.001144,0.029301,1.0000
384,8831,10,10,0,7475,0.968911,0.018525,0.028454,0.001130,0.029397,1.0000
385,8841,7,7,0,7482,0.968934,0.018517,0.028254,0.001021,0.029471,1.0000
386,8851,6,6,0,7488,0.968732,0.018644,0.027937,0.000912,0.029632,1.0000
387,8861,16,16,0,7504,0.968434,0.018846,0.027626,0.001163,0.029280,1.0000
388,8871,17,17,0,7521,0.968920,0.018546,0.027572,0.001371,0.028961,1.0000
389,8881,10,10,0,7531,0.969518,0.018154,0.027539,0.001287,0.028955,1.0000
390,8891,10,10,0,7541,0.969552,0.018130,0.027320,0.001228,0.028644,1.0000
391,8901,7,7,0,7548,0.969589,0.018101,0.027128,0.001088,0.028691,1.0000
392,8911,16,16,0,7564,0.969379,0.018242,0.026858,0.001284,0.028481,1.0000
393,8921,7,7,0,7571,0.969891,0.017906,0.026776,0.001127,0.028595,1.0000
394,8931,10,10,0,7581,0.969679,0.018047,0.026504,0.001115,0.028847,1.0000
395,8941,11,11,0,7592,0.969723,0.018012,0.026308,0.001138,0.029161,1.0000
396,8951,9,9,0,7601,0.969817,0.017961,0.026162,0.001089,0.029237,1.0000
397,8961,12,12,0,7613,0.969768,0.017993,0.025949,0.001152,0.029444,1.0000
398,8971,10,10,0,7623,0.969949,0.017878,0.025794,0.001131,0.029476,1.0000
399,8981,9,9,0,7632,0.969978,0.017861,0.025588,0.001083,0.029529,1.0000
400,8991,13,13,0,7645,0.969936,0.017884,0.025357,0.001179,0.029310,1.0000
401,9001,11,11,0,7656,0.970200,0.017716,0.025233,0.001181,0.029420,1.0000
402,9011,10,10,0,7666,0.970300,0.017656,0.025051,0.001150,0.029450,1.0000
403,9021,9,9,0,7675,0.970324,0.017644,0.024822,0.001095,0.029659,1.0000
404,9031,13,13,0,7688,0.970262,0.017693,0.024625,0.001186,0.029628,1.0000
405,9041,6,6,0,7694,0.970518,0.017532,0.024477,0.001023,0.029751,1.0000
406,9051,4,4,0,7698,0.970246,0.017702,0.024191,0.000845,0.029923,1.0000
407,9061,16,16,0,7714,0.969812,0.017983,0.023855,0.001105,0.029703,1.0000
408,9071,12,12,0,7726,0.970308,0.017663,0.023798,0.001159,0.029835,1.0000
409,9081,13,13,0,7739,0.970478,0.017562,0.023602,0.001228,0.029903,1.0000
410,9091,12,12,0,7751,0.970751,0.017376,0.023455,0.001244,0.029870,1.0000
411,9101,14,14,0,7765,0.970910,0.017290,0.023313,0.001319,0.029619,1.0000
412,9111,7,7,0,7772,0.971254,0.017060,0.023179,0.001147,0.029847,1.0000
413,9121,7,7,0,7779,0.971061,0.017181,0.022890,0.001026,0.029941,1.0000
414,9131,11,11,0,7790,0.970850,0.017324,0.022634,0.001069,0.029883,1.0000
415,9141,7,7,0,7797,0.970966,0.017243,0.022467,0.000972,0.030034,1.0000
416,9151,8,8,0,7805,0.970772,0.017363,0.022217,0.000935,0.030195,1.0000
417,9161,8,8,0,7813,0.970645,0.017449,0.021951,0.000909,0.030345,1.0000
418,9171,9,9,0,7822,0.970522,0.017527,0.021738,0.000922,0.030384,1.0000
419,9181,13,13,0,7835,0.970468,0.017568,0.021542,0.001057,0.030153,1.0000
420,9191,10,10,0,7845,0.970718,0.017411,0.021387,0.001057,0.030060,1.0000
421,9201,11,11,0,7856,0.970746,0.017393,0.021195,0.001088,0.029784,1.0000
422,9211,11,11,0,7867,0.970848,0.017331,0.021028,0.001110,0.029655,1.0000
423,9221,5,5,0,7872,0.970946,0.017269,0.020875,0.000935,0.029722,1.0000
424,9231,13,13,0,7885,0.970592,0.017502,0.020616,0.001064,0.029390,1.0000
425,9241,13,13,0,7898,0.970842,0.017344,0.020479,0.001155,0.029285,1.0000
426,9251,8,8,0,7906,0.971097,0.017177,0.020347,0.001060,0.029316,1.0000
427,9261,9,9,0,7915,0.970980,0.017250,0.020119,0.001025,0.029181,1.0000
428,9271,8,8,0,7923,0.970943,0.017269,0.019926,0.000969,0.029085,1.0000
429,9281,11,11,0,7934,0.970832,0.017334,0.019728,0.001024,0.028885,1.0000
430,9291,16,16,0,7950,0.970933,0.017270,0.019577,0.001218,0.028705,1.0000
431,9301,17,17,0,7967,0.971396,0.016981,0.019484,0.001385,0.028416,1.0000
432,9311,13,13,0,7980,0.971939,0.016636,0.019392,0.001377,0.028252,1.0000
433,9321,11,11,0,7991,0.972195,0.016470,0.019254,0.001308,0.028436,1.0000
434,9331,12,12,0,8003,0.972296,0.016404,0.019060,0.001291,0.028288,1.0000
435,9341,8,8,0,8011,0.972465,0.016297,0.018924,0.001153,0.028318,1.0000
436,9351,10,10,0,8021,0.972344,0.016374,0.018707,0.001119,0.028342,1.0000
437,9361,11,11,0,8032,0.972370,0.016357,0.018518,0.001126,0.028382,1.0000
438,9371,8,8,0,8040,0.972468,0.016296,0.018345,0.001037,0.028413,1.0000
439,9381,10,10,0,8050,0.972348,0.016372,0.018159,0.001037,0.028341,1.0000
440,9391,12,12,0,8062,0.972364,0.016369,0.017964,0.001099,0.028019,1.0000
441,9401,7,7,0,8069,0.972532,0.016264,0.017807,0.000986,0.028066,1.0000
442,9411,12,12,0,8081,0.972323,0.016407,0.017535,0.001062,0.027897,1.0000
443,9421,7,7,0,8088,0.972496,0.016296,0.017390,0.000960,0.027898,1.0000
444,9431,13,13,0,8101,0.972306,0.016416,0.017173,0.001074,0.027818,1.0000
445,9441,9,9,0,8110,0.972558,0.016253,0.017040,0.001030,0.028026,1.0000
446,9451,12,12,0,8122,0.972526,0.016263,0.016828,0.001092,0.027880,1.0000
447,9461,17,17,0,8139,0.972706,0.016141,0.016665,0.001288,0.027611,1.0000
448,9471,7,7,0,8146,0.973273,0.015760,0.016595,0.001118,0.027575,1.0000
449,9481,6,6,0,8152,0.973069,0.015897,0.016366,0.000967,0.027813,1.0000
450,9491,5,5,0,8157,0.972796,0.016075,0.016094,0.000831,0.028206,1.0000
451,9501,8,8,0,8165,0.972437,0.016317,0.015831,0.000827,0.028193,1.0000
452,9511,12,12,0,8177,0.972330,0.016380,0.015657,0.000947,0.028021,1.0000
453,9521,10,10,0,8187,0.972509,0.016260,0.015516,0.000969,0.028080,1.0000
454,9531,7,7,0,8194,0.972539,0.016237,0.015383,0.000893,0.028141,1.0000
455,9541,8,8,0,8202,0.972343,0.016366,0.015171,0.000870,0.028441,1.0000
456,9551,10,10,0,8212,0.972223,0.016444,0.014969,0.000914,0.028456,1.0000
457,9561,6,6,0,8218,0.972252,0.016423,0.014818,0.000823,0.028535,1.0000
458,9571,14,14,0,8232,0.971966,0.016624,0.014606,0.001003,0.028396,1.0000
459,9581,13,13,0,8245,0.972281,0.016420,0.014520,0.001098,0.028269,1.0000
460,9591,10,10,0,8255,0.972533,0.016255,0.014421,0.001072,0.028118,1.0000
461,9601,7,7,0,8262,0.972559,0.016236,0.014271,0.000963,0.028330,1.0000
462,9611,14,14,0,8276,0.972362,0.016368,0.014090,0.001099,0.028126,1.0000
463,9621,8,8,0,8284,0.972672,0.016170,0.013988,0.001012,0.028274,1.0000
464,9631,10,10,0,8294,0.972579,0.016214,0.013839,0.001011,0.028150,1.0000
465,9641,9,9,0,8303,0.972599,0.016206,0.013711,0.000980,0.028165,1.0000
466,9651,13,13,0,8316,0.972560,0.016226,0.013552,0.001079,0.028030,1.0000
467,9661,10,10,0,8326,0.972802,0.016071,0.013432,0.001058,0.028081,1.0000
468,9671,13,13,0,8339,0.972832,0.016046,0.013303,0.001133,0.027976,1.0000
469,9681,10,10,0,8349,0.973072,0.015892,0.013205,0.001094,0.027975,1.0000
470,9691,9,9,0,8358,0.973108,0.015861,0.013031,0.001037,0.028000,1.0000
471,9701,12,12,0,8370,0.973056,0.015899,0.012858,0.001087,0.027970,1.0000
472,9711,7,7,0,8377,0.973224,0.015791,0.012726,0.000971,0.028139,1.0000
473,9721,15,15,0,8392,0.973042,0.015902,0.012515,0.001130,0.027969,1.0000
474,9731,10,10,0,8402,0.973428,0.015650,0.012414,0.001091,0.027859,1.0000
475,9741,9,9,0,8411,0.973440,0.015649,0.012275,0.001034,0.027880,1.0000
476,9751,11,11,0,8422,0.973393,0.015682,0.012090,0.001053,0.027916,1.0000
477,9761,9,9,0,8431,0.973486,0.015622,0.011906,0.001006,0.027872,1.0000
478,9771,9,9,0,8440,0.973442,0.015649,0.011700,0.000973,0.027910,1.0000
479,9781,10,10,0,8450,0.973394,0.015680,0.011540,0.000980,0.027971,1.0000
480,9791,11,11,0,8461,0.973432,0.015647,0.011414,0.001014,0.027890,1.0000
481,9801,5,5,0,8466,0.973537,0.015573,0.011272,0.000859,0.028124,1.0000
482,9811,9,9,0,8475,0.973188,0.015810,0.011072,0.000869,0.028061,1.0000
483,9821,15,15,0,8490,0.973146,0.015835,0.010908,0.001054,0.027795,1.0000
484,9831,5,5,0,8495,0.973526,0.015588,0.010801,0.000886,0.027971,1.0000
485,9841,10,10,0,8505,0.973194,0.015804,0.010613,0.000917,0.027994,1.0000
486,9851,9,9,0,8514,0.973220,0.015788,0.010478,0.000909,0.027917,1.0000
487,9861,9,9,0,8523,0.973182,0.015807,0.010320,0.000903,0.028039,1.0000
488,9871,7,7,0,8530,0.973141,0.015829,0.010143,0.000839,0.028126,1.0000
489,9881,16,16,0,8546,0.972947,0.015960,0.009992,0.001060,0.027788,1.0000
490,9891,6,6,0,8552,0.973398,0.015664,0.009929,0.000919,0.027923,1.0000
491,9901,12,12,0,8564,0.973119,0.015859,0.009777,0.000997,0.027670,1.0000
492,9911,10,10,0,8574,0.973298,0.015735,0.009670,0.000993,0.027595,1.0000
493,9921,7,7,0,8581,0.973339,0.015698,0.009565,0.000901,0.027732,1.0000
494,9931,5,5,0,8586,0.973157,0.015814,0.009412,0.000778,0.027793,1.0000
495,9941,10,10,0,8596,0.972835,0.016020,0.009244,0.000838,0.027901,1.0000
496,9951,10,10,0,8606,0.972865,0.015998,0.009147,0.000880,0.027991,1.0000
497,9961,7,7,0,8613,0.972891,0.015980,0.009029,0.000821,0.028092,1.0000
498,9971,11,11,0,8624,0.972707,0.016098,0.008867,0.000897,0.027990,1.0000
499,9981,8,8,0,8632,0.972808,0.016029,0.008776,0.000862,0.027969,1.0000
500,9991,8,8,0,8640,0.972675,0.016127,0.008659,0.000837,0.028081,1.0000
