cycle,total_nodes,sacrificed,nodes_created,signal_killed,noise_killed,mean_vitality,variance_vitality,mean_energy,tgc,elite_drift,newborn_survival
370,8691,9,9,0,7347,0.969659,0.018125,0.031843,0.001253,0.028904,1.0000
371,8701,6,6,0,7353,0.969625,0.018139,0.031565,0.001078,0.028896,1.0000
372,8711,6,6,0,7359,0.969334,0.018328,0.031242,0.000955,0.029078,1.0000
373,8721,16,16,0,7375,0.969029,0.018535,0.030895,0.001202,0.028801,1.0000
374,8731,11,11,0,7386,0.969556,0.018187,0.030795,0.001208,0.028811,1.0000
375,8741,7,7,0,7393,0.969664,0.018121,0.030573,0.001078,0.028842,1.0000
376,8751,3,3,0,7396,0.969460,0.018247,0.030237,0.000854,0.028731,1.0000
377,8761,5,5,0,7401,0.968932,0.018587,0.029859,0.000764,0.028812,1.0000
378,8771,8,8,0,7409,0.968553,0.018840,0.029504,0.000800,0.028703,1.0000
379,8781,13,13,0,7422,0.968442,0.018902,0.029273,0.000990,0.028482,1.0000
380,8791,11,11,0,7433,0.968707,0.018735,0.029166,0.001057,0.028314,1.0000
381,8801,11,11,0,7444,0.968830,0.018651,0.029023,0.001103,0.028197,1.0000
382,8811,9,9,0,7453,0.968935,0.018588,0.028853,0.001069,0.028262,1.0000
383,8821,12,12,0,7465,0.968865,0.018648,0.028614,0.001144,0.028337,1.0000
384,8831,10,10,0,7475,0.969049,0.018532,0.028470,0.001130,0.028443,1.0000
385,8841,7,7,0,7482,0.969072,0.018524,0.028266,0.001021,0.028502,1.0000
386,8851,6,6,0,7488,0.968870,0.018651,0.027952,0.000912,0.028675,1.0000
387,8861,16,16,0,7504,0.968572,0.018853,0.027651,0.001163,0.028318,1.0000
388,8871,17,17,0,7521,0.969059,0.018554,0.027616,0.001371,0.027986,1.0000
389,8881,10,10,0,7531,0.969656,0.018161,0.027600,0.001287,0.027982,1.0000
390,8891,10,10,0,7541,0.969691,0.018137,0.027395,0.001228,0.027711,1.0000
391,8901,7,7,0,7548,0.969728,0.018109,0.027203,0.001089,0.027809,1.0000
392,8911,16,16,0,7564,0.969518,0.018249,0.026932,0.001284,0.027546,1.0000
393,8921,7,7,0,7571,0.970030,0.017913,0.026870,0.001127,0.027661,1.0000
394,8931,10,10,0,7581,0.969818,0.018055,0.026596,0.001115,0.027890,1.0000
395,8941,11,11,0,7592,0.969863,0.018019,0.026407,0.001138,0.028213,1.0000
396,8951,9,9,0,7601,0.969957,0.017969,0.026248,0.001089,0.028323,1.0000
397,8961,12,12,0,7613,0.969907,0.018000,0.026035,0.001152,0.028519,1.0000
398,8971,10,10,0,7623,0.970089,0.017886,0.025891,0.001131,0.028514,1.0000
399,8981,9,9,0,7632,0.970117,0.017869,0.025679,0.001083,0.028580,1.0000
400,8991,13,13,0,7645,0.970077,0.017892,0.025447,0.001179,0.028355,1.0000
401,9001,11,11,0,7656,0.970341,0.017723,0.025327,0.001181,0.028465,1.0000
402,9011,10,10,0,7666,0.970442,0.017663,0.025124,0.001150,0.028521,1.0000
403,9021,9,9,0,7675,0.970465,0.017652,0.024899,0.001095,0.028779,1.0000
404,9031,13,13,0,7688,0.970403,0.017700,0.024681,0.001186,0.028687,1.0000
405,9041,6,6,0,7694,0.970659,0.017539,0.024523,0.001023,0.028806,1.0000
406,9051,4,4,0,7698,0.970387,0.017710,0.024235,0.000845,0.028977,1.0000
407,9061,16,16,0,7714,0.969952,0.017990,0.023897,0.001105,0.028750,1.0000
408,9071,12,12,0,7726,0.970449,0.017670,0.023846,0.001159,0.028866,1.0000
409,9081,13,13,0,7739,0.970619,0.017569,0.023650,0.001228,0.028944,1.0000
410,9091,12,12,0,7751,0.970892,0.017384,0.023500,0.001244,0.028911,1.0000
411,9101,14,14,0,7765,0.971051,0.017297,0.023334,0.001319,0.028661,1.0000
412,9111,7,7,0,7772,0.971396,0.017067,0.023175,0.001147,0.028922,1.0000
413,9121,7,7,0,7779,0.971202,0.017188,0.022881,0.001027,0.029021,1.0000
414,9131,11,11,0,7790,0.970991,0.017331,0.022610,0.001070,0.028958,1.0000
415,9141,7,7,0,7797,0.971107,0.017250,0.022427,0.000972,0.029129,1.0000
416,9151,8,8,0,7805,0.970913,0.017370,0.022161,0.000935,0.029275,1.0000
417,9161,8,8,0,7813,0.970785,0.017456,0.021895,0.000909,0.029444,1.0000
418,9171,9,9,0,7822,0.970662,0.017534,0.021691,0.000922,0.029462,1.0000
419,9181,13,13,0,7835,0.970607,0.017575,0.021489,0.001058,0.029239,1.0000
420,9191,10,10,0,7845,0.970858,0.017418,0.021337,0.001057,0.029190,1.0000
421,9201,11,11,0,7856,0.970886,0.017400,0.021150,0.001088,0.028903,1.0000
422,9211,11,11,0,7867,0.970987,0.017338,0.020973,0.001110,0.028756,1.0000
423,9221,5,5,0,7872,0.971086,0.017276,0.020824,0.000935,0.028844,1.0000
424,9231,13,13,0,7885,0.970731,0.017509,0.020567,0.001064,0.028533,1.0000
425,9241,13,13,0,7898,0.970981,0.017351,0.020453,0.001155,0.028383,1.0000
426,9251,8,8,0,7906,0.971238,0.017185,0.020347,0.001060,0.028400,1.0000
427,9261,9,9,0,7915,0.971120,0.017257,0.020136,0.001025,0.028291,1.0000
428,9271,8,8,0,7923,0.971082,0.017276,0.019953,0.000969,0.028205,1.0000
429,9281,11,11,0,7934,0.970972,0.017342,0.019763,0.001024,0.027941,1.0000
430,9291,16,16,0,7950,0.971073,0.017277,0.019609,0.001218,0.027751,1.0000
431,9301,17,17,0,7967,0.971536,0.016988,0.019510,0.001385,0.027429,1.0000
432,9311,13,13,0,7980,0.972080,0.016643,0.019431,0.001377,0.027283,1.0000
433,9321,11,11,0,7991,0.972335,0.016476,0.019310,0.001308,0.027438,1.0000
434,9331,12,12,0,8003,0.972438,0.016410,0.019120,0.001291,0.027310,1.0000
435,9341,8,8,0,8011,0.972607,0.016304,0.018983,0.001154,0.027323,1.0000
436,9351,10,10,0,8021,0.972486,0.016381,0.018771,0.001119,0.027371,1.0000
437,9361,11,11,0,8032,0.972512,0.016364,0.018573,0.001126,0.027440,1.0000
438,9371,8,8,0,8040,0.972610,0.016303,0.018406,0.001038,0.027513,1.0000
439,9381,10,10,0,8050,0.972489,0.016379,0.018225,0.001037,0.027412,1.0000
440,9391,12,12,0,8062,0.972506,0.016376,0.018037,0.001099,0.027105,1.0000
441,9401,7,7,0,8069,0.972674,0.016271,0.017887,0.000987,0.027206,1.0000
442,9411,12,12,0,8081,0.972465,0.016413,0.017614,0.001063,0.027078,1.0000
443,9421,7,7,0,8088,0.972638,0.016302,0.017455,0.000961,0.027082,1.0000
444,9431,13,13,0,8101,0.972448,0.016423,0.017229,0.001075,0.027030,1.0000
445,9441,9,9,0,8110,0.972699,0.016260,0.017084,0.001030,0.027252,1.0000
446,9451,12,12,0,8122,0.972667,0.016270,0.016852,0.001092,0.027121,1.0000
447,9461,17,17,0,8139,0.972847,0.016147,0.016684,0.001289,0.026851,1.0000
448,9471,7,7,0,8146,0.973414,0.015766,0.016617,0.001118,0.026777,1.0000
449,9481,6,6,0,8152,0.973210,0.015904,0.016390,0.000967,0.027035,1.0000
450,9491,5,5,0,8157,0.972937,0.016082,0.016120,0.000831,0.027436,1.0000
451,9501,8,8,0,8165,0.972578,0.016323,0.015851,0.000827,0.027403,1.0000
452,9511,12,12,0,8177,0.972471,0.016387,0.015680,0.000947,0.027257,1.0000
453,9521,10,10,0,8187,0.972650,0.016267,0.015541,0.000970,0.027354,1.0000
454,9531,7,7,0,8194,0.972680,0.016244,0.015400,0.000893,0.027413,1.0000
455,9541,8,8,0,8202,0.972484,0.016373,0.015190,0.000870,0.027712,1.0000
456,9551,10,10,0,8212,0.972365,0.016451,0.014970,0.000914,0.027735,1.0000
457,9561,6,6,0,8218,0.972394,0.016430,0.014826,0.000823,0.027822,1.0000
458,9571,14,14,0,8232,0.972107,0.016631,0.014609,0.001003,0.027714,1.0000
459,9581,13,13,0,8245,0.972423,0.016427,0.014506,0.001098,0.027587,1.0000
460,9591,10,10,0,8255,0.972674,0.016262,0.014400,0.001073,0.027437,1.0000
461,9601,7,7,0,8262,0.972700,0.016243,0.014242,0.000964,0.027642,1.0000
462,9611,14,14,0,8276,0.972502,0.016375,0.014054,0.001100,0.027479,1.0000
463,9621,8,8,0,8284,0.972811,0.016177,0.013936,0.001012,0.027633,1.0000
464,9631,10,10,0,8294,0.972719,0.016221,0.013785,0.001012,0.027504,1.0000
465,9641,9,9,0,8303,0.972738,0.016212,0.013654,0.000981,0.027510,1.0000
466,9651,13,13,0,8316,0.972698,0.016232,0.013495,0.001079,0.027375,1.0000
467,9661,10,10,0,8326,0.972940,0.016077,0.013367,0.001058,0.027433,1.0000
468,9671,13,13,0,8339,0.972971,0.016053,0.013251,0.001133,0.027354,1.0000
469,9681,10,10,0,8349,0.973211,0.015898,0.013149,0.001095,0.027374,1.0000
470,9691,9,9,0,8358,0.973248,0.015868,0.012980,0.001037,0.027413,1.0000
471,9701,12,12,0,8370,0.973195,0.015906,0.012803,0.001087,0.027413,1.0000
472,9711,7,7,0,8377,0.973364,0.015797,0.012682,0.000972,0.027593,1.0000
473,9721,15,15,0,8392,0.973182,0.015909,0.012470,0.001131,0.027442,1.0000
474,9731,10,10,0,8402,0.973568,0.015657,0.012393,0.001092,0.027329,1.0000
475,9741,9,9,0,8411,0.973580,0.015656,0.012256,0.001034,0.027321,1.0000
476,9751,11,11,0,8422,0.973533,0.015688,0.012077,0.001053,0.027367,1.0000
477,9761,9,9,0,8431,0.973626,0.015629,0.011900,0.001007,0.027352,1.0000
478,9771,9,9,0,8440,0.973581,0.015655,0.011702,0.000974,0.027406,1.0000
479,9781,10,10,0,8450,0.973533,0.015686,0.011549,0.000980,0.027456,1.0000
480,9791,11,11,0,8461,0.973571,0.015654,0.011425,0.001014,0.027349,1.0000
481,9801,5,5,0,8466,0.973677,0.015579,0.011285,0.000859,0.027579,1.0000
482,9811,9,9,0,8475,0.973326,0.015817,0.011085,0.000869,0.027510,1.0000
483,9821,15,15,0,8490,0.973284,0.015841,0.010938,0.001054,0.027236,1.0000
484,9831,5,5,0,8495,0.973664,0.015595,0.010841,0.000887,0.027428,1.0000
485,9841,10,10,0,8505,0.973332,0.015811,0.010650,0.000917,0.027474,1.0000
486,9851,9,9,0,8514,0.973359,0.015794,0.010508,0.000909,0.027388,1.0000
487,9861,9,9,0,8523,0.973322,0.015813,0.010345,0.000903,0.027523,1.0000
488,9871,7,7,0,8530,0.973280,0.015836,0.010177,0.000839,0.027597,1.0000
489,9881,16,16,0,8546,0.973085,0.015967,0.010006,0.001060,0.027298,1.0000
490,9891,6,6,0,8552,0.973537,0.015671,0.009939,0.000919,0.027438,1.0000
491,9901,12,12,0,8564,0.973258,0.015866,0.009791,0.000997,0.027208,1.0000
492,9911,10,10,0,8574,0.973438,0.015741,0.009685,0.000993,0.027132,1.0000
493,9921,7,7,0,8581,0.973478,0.015704,0.009582,0.000901,0.027261,1.0000
494,9931,5,5,0,8586,0.973296,0.015821,0.009433,0.000778,0.027314,1.0000
495,9941,10,10,0,8596,0.972974,0.016027,0.009257,0.000838,0.027409,1.0000
496,9951,10,10,0,8606,0.973003,0.016005,0.009142,0.000880,0.027445,1.0000
497,9961,7,7,0,8613,0.973029,0.015987,0.009014,0.000821,0.027579,1.0000
498,9971,11,11,0,8624,0.972845,0.016104,0.008847,0.000897,0.027511,1.0000
499,9981,8,8,0,8632,0.972945,0.016035,0.008762,0.000862,0.027486,1.0000
500,9991,8,8,0,8640,0.972812,0.016133,0.008647,0.000837,0.027613,1.0000
